response_id,survey_date,respondent,respondent_role,question_id,question_category,response_value,month
348,2024-04-15,james.taylor,Full-stack Developer,Q004,Dependencies,5.1,3
349,2024-04-15,james.taylor,Full-stack Developer,Q005,Cross-functionality,5.4,3
350,2024-04-15,james.taylor,Full-stack Developer,Q006,Psychological Safety,5.8,3
351,2024-04-15,james.taylor,Full-stack Developer,Q007,Sprint Goals,5.0,3
352,2024-04-15,james.taylor,Full-stack Developer,Q008,Work Quality,4.7,3
353,2024-04-15,alex.brown,Senior QA Engineer,Q001,Estimation,4.6,3
354,2024-04-15,alex.brown,Senior QA Engineer,Q002,Refinement,4.9,3
355,2024-04-15,alex.brown,Senior QA Engineer,Q003,Dark Work,30.0,3
356,2024-04-15,alex.brown,Senior QA Engineer,Q004,Dependencies,5.1,3
357,2024-04-15,alex.brown,Senior QA Engineer,Q005,Cross-functionality,5.4,3
358,2024-04-15,alex.brown,Senior QA Engineer,Q006,Psychological Safety,5.8,3
359,2024-04-15,alex.brown,Senior QA Engineer,Q007,Sprint Goals,4.5,3
360,2024-04-15,alex.brown,Senior QA Engineer,Q008,Work Quality,4.1,3
361,2024-04-15,jordan.davis,Junior QA Engineer,Q001,Estimation,4.8,3
362,2024-04-15,jordan.davis,Junior QA Engineer,Q002,Refinement,5.2,3
363,2024-04-15,jordan.davis,Junior QA Engineer,Q003,Dark Work,30.2,3
364,2024-04-15,jordan.davis,Junior QA Engineer,Q004,Dependencies,5.2,3
365,2024-04-15,jordan.davis,Junior QA Engineer,Q005,Cross-functionality,5.1,3
366,2024-04-15,jordan.davis,Junior QA Engineer,Q006,Psychological Safety,5.7,3
367,2024-04-15,jordan.davis,Junior QA Engineer,Q007,Sprint Goals,4.5,3
368,2024-04-15,jordan.davis,Junior QA Engineer,Q008,Work Quality,4.3,3
369,2024-04-15,sam.miller,UX Designer,Q001,Estimation,4.8,3
370,2024-04-15,sam.miller,UX Designer,Q002,Refinement,5.1,3
371,2024-04-15,sam.miller,UX Designer,Q003,Dark Work,30.8,3
372,2024-04-15,sam.miller,UX Designer,Q004,Dependencies,5.0,3
373,2024-04-15,sam.miller,UX Designer,Q005,Cross-functionality,5.3,3
374,2024-04-15,sam.miller,UX Designer,Q006,Psychological Safety,5.6,3
375,2024-04-15,sam.miller,UX Designer,Q007,Sprint Goals,4.6,3
376,2024-04-15,sam.miller,UX Designer,Q008,Work Quality,4.6,3
377,2024-04-15,sarah.johnson,Product Owner,Q001,Estimation,4.5,3
378,2024-04-15,sarah.johnson,Product Owner,Q002,Refinement,5.2,3
379,2024-04-15,sarah.johnson,Product Owner,Q003,Dark Work,31.5,3
380,2024-04-15,sarah.johnson,Product Owner,Q004,Dependencies,5.2,3
381,2024-04-15,sarah.johnson,Product Owner,Q005,Cross-functionality,5.0,3
382,2024-04-15,sarah.johnson,Product Owner,Q006,Psychological Safety,5.9,3
383,2024-04-15,sarah.johnson,Product Owner,Q007,Sprint Goals,4.5,3
384,2024-04-15,sarah.johnson,Product Owner,Q008,Work Quality,4.5,3
385,2024-05-15,mark.smith,Senior Architect,Q001,Estimation,3.5,4
386,2024-05-15,mark.smith,Senior Architect,Q002,Refinement,4.5,4
387,2024-05-15,mark.smith,Senior Architect,Q003,Dark Work,37.7,4
388,2024-05-15,mark.smith,Senior Architect,Q004,Dependencies,4.2,4
389,2024-05-15,mark.smith,Senior Architect,Q005,Cross-functionality,4.4,4
390,2024-05-15,mark.smith,Senior Architect,Q006,Psychological Safety,4.7,4
391,2024-05-15,mark.smith,Senior Architect,Q007,Sprint Goals,3.7,4
392,2024-05-15,mark.smith,Senior Architect,Q008,Work Quality,3.7,4
393,2024-05-15,emma.jones,Senior Full-stack,Q001,Estimation,3.6,4
394,2024-05-15,emma.jones,Senior Full-stack,Q002,Refinement,4.2,4
395,2024-05-15,emma.jones,Senior Full-stack,Q003,Dark Work,36.5,4
396,2024-05-15,emma.jones,Senior Full-stack,Q004,Dependencies,4.4,4
397,2024-05-15,emma.jones,Senior Full-stack,Q005,Cross-functionality,4.4,4
398,2024-05-15,emma.jones,Senior Full-stack,Q006,Psychological Safety,4.8,4
399,2024-05-15,emma.jones,Senior Full-stack,Q007,Sprint Goals,3.4,4
400,2024-05-15,emma.jones,Senior Full-stack,Q008,Work Quality,3.3,4
401,2024-05-15,lisa.chen,Junior Frontend,Q001,Estimation,3.7,4
402,2024-05-15,lisa.chen,Junior Frontend,Q002,Refinement,4.5,4
403,2024-05-15,lisa.chen,Junior Frontend,Q003,Dark Work,36.8,4
404,2024-05-15,lisa.chen,Junior Frontend,Q004,Dependencies,4.0,4
405,2024-05-15,lisa.chen,Junior Frontend,Q005,Cross-functionality,4.0,4
406,2024-05-15,lisa.chen,Junior Frontend,Q006,Psychological Safety,5.0,4
407,2024-05-15,lisa.chen,Junior Frontend,Q007,Sprint Goals,3.3,4
408,2024-05-15,lisa.chen,Junior Frontend,Q008,Work Quality,3.8,4
409,2024-05-15,david.kumar,Backend Developer,Q001,Estimation,3.4,4
410,2024-05-15,david.kumar,Backend Developer,Q002,Refinement,4.5,4
411,2024-05-15,david.kumar,Backend Developer,Q003,Dark Work,36.6,4
412,2024-05-15,david.kumar,Backend Developer,Q004,Dependencies,4.1,4
413,2024-05-15,david.kumar,Backend Developer,Q005,Cross-functionality,4.5,4
414,2024-05-15,david.kumar,Backend Developer,Q006,Psychological Safety,4.7,4
415,2024-05-15,david.kumar,Backend Developer,Q007,Sprint Goals,3.6,4
416,2024-05-15,david.kumar,Backend Developer,Q008,Work Quality,3.5,4
417,2024-05-15,rachel.wilson,DevOps Engineer,Q001,Estimation,3.9,4
418,2024-05-15,rachel.wilson,DevOps Engineer,Q002,Refinement,4.5,4
419,2024-05-15,rachel.wilson,DevOps Engineer,Q003,Dark Work,35.9,4
420,2024-05-15,rachel.wilson,DevOps Engineer,Q004,Dependencies,4.3,4
421,2024-05-15,rachel.wilson,DevOps Engineer,Q005,Cross-functionality,4.4,4
422,2024-05-15,rachel.wilson,DevOps Engineer,Q006,Psychological Safety,5.1,4
423,2024-05-15,rachel.wilson,DevOps Engineer,Q007,Sprint Goals,3.3,4
424,2024-05-15,rachel.wilson,DevOps Engineer,Q008,Work Quality,3.4,4
425,2024-05-15,tom.garcia,Frontend Developer,Q001,Estimation,3.8,4
426,2024-05-15,tom.garcia,Frontend Developer,Q002,Refinement,4.4,4
427,2024-05-15,tom.garcia,Frontend Developer,Q003,Dark Work,37.8,4
428,2024-05-15,tom.garcia,Frontend Developer,Q004,Dependencies,4.2,4
429,2024-05-15,tom.garcia,Frontend Developer,Q005,Cross-functionality,4.2,4
430,2024-05-15,tom.garcia,Frontend Developer,Q006,Psychological Safety,4.9,4
431,2024-05-15,tom.garcia,Frontend Developer,Q007,Sprint Goals,3.7,4
432,2024-05-15,tom.garcia,Frontend Developer,Q008,Work Quality,3.9,4
433,2024-05-15,ana.lopez,Backend Developer,Q001,Estimation,3.3,4
434,2024-05-15,ana.lopez,Backend Developer,Q002,Refinement,4.2,4
435,2024-05-15,ana.lopez,Backend Developer,Q003,Dark Work,38.0,4
436,2024-05-15,ana.lopez,Backend Developer,Q004,Dependencies,4.4,4
437,2024-05-15,ana.lopez,Backend Developer,Q005,Cross-functionality,4.0,4
438,2024-05-15,ana.lopez,Backend Developer,Q006,Psychological Safety,5.0,4
439,2024-05-15,ana.lopez,Backend Developer,Q007,Sprint Goals,3.4,4
440,2024-05-15,ana.lopez,Backend Developer,Q008,Work Quality,3.4,4
441,2024-05-15,james.taylor,Full-stack Developer,Q001,Estimation,3.4,4
442,2024-05-15,james.taylor,Full-stack Developer,Q002,Refinement,4.1,4
443,2024-05-15,james.taylor,Full-stack Developer,Q003,Dark Work,37.8,4
444,2024-05-15,james.taylor,Full-stack Developer,Q004,Dependencies,4.1,4
445,2024-05-15,james.taylor,Full-stack Developer,Q005,Cross-functionality,4.0,4
446,2024-05-15,james.taylor,Full-stack Developer,Q006,Psychological Safety,4.8,4
447,2024-05-15,james.taylor,Full-stack Developer,Q007,Sprint Goals,3.6,4
448,2024-05-15,james.taylor,Full-stack Developer,Q008,Work Quality,3.4,4
449,2024-05-15,alex.brown,Senior QA Engineer,Q001,Estimation,3.6,4
450,2024-05-15,alex.brown,Senior QA Engineer,Q002,Refinement,4.5,4
451,2024-05-15,alex.brown,Senior QA Engineer,Q003,Dark Work,37.9,4
452,2024-05-15,alex.brown,Senior QA Engineer,Q004,Dependencies,4.1,4
453,2024-05-15,alex.brown,Senior QA Engineer,Q005,Cross-functionality,4.0,4
454,2024-05-15,alex.brown,Senior QA Engineer,Q006,Psychological Safety,5.1,4
455,2024-05-15,alex.brown,Senior QA Engineer,Q007,Sprint Goals,3.7,4
456,2024-05-15,alex.brown,Senior QA Engineer,Q008,Work Quality,3.0,4
457,2024-05-15,jordan.davis,Junior QA Engineer,Q001,Estimation,3.9,4
458,2024-05-15,jordan.davis,Junior QA Engineer,Q002,Refinement,4.5,4
459,2024-05-15,jordan.davis,Junior QA Engineer,Q003,Dark Work,35.1,4
460,2024-05-15,jordan.davis,Junior QA Engineer,Q004,Dependencies,4.5,4
461,2024-05-15,jordan.davis,Junior QA Engineer,Q005,Cross-functionality,4.3,4
462,2024-05-15,jordan.davis,Junior QA Engineer,Q006,Psychological Safety,4.9,4
463,2024-05-15,jordan.davis,Junior QA Engineer,Q007,Sprint Goals,3.7,4
464,2024-05-15,jordan.davis,Junior QA Engineer,Q008,Work Quality,3.2,4
465,2024-05-15,sam.miller,UX Designer,Q001,Estimation,3.9,4
466,2024-05-15,sam.miller,UX Designer,Q002,Refinement,4.3,4
467,2024-05-15,sam.miller,UX Designer,Q003,Dark Work,37.7,4
468,2024-05-15,sam.miller,UX Designer,Q004,Dependencies,4.5,4
469,2024-05-15,sam.miller,UX Designer,Q005,Cross-functionality,4.4,4
470,2024-05-15,sam.miller,UX Designer,Q006,Psychological Safety,4.8,4
471,2024-05-15,sam.miller,UX Designer,Q007,Sprint Goals,3.6,4
472,2024-05-15,sam.miller,UX Designer,Q008,Work Quality,3.5,4
473,2024-05-15,sarah.johnson,Product Owner,Q001,Estimation,3.8,4
474,2024-05-15,sarah.johnson,Product Owner,Q002,Refinement,4.3,4
475,2024-05-15,sarah.johnson,Product Owner,Q003,Dark Work,34.9,4
476,2024-05-15,sarah.johnson,Product Owner,Q004,Dependencies,4.5,4
477,2024-05-15,sarah.johnson,Product Owner,Q005,Cross-functionality,4.3,4
478,2024-05-15,sarah.johnson,Product Owner,Q006,Psychological Safety,4.8,4
479,2024-05-15,sarah.johnson,Product Owner,Q007,Sprint Goals,3.6,4
480,2024-05-15,sarah.johnson,Product Owner,Q008,Work Quality,3.6,4
481,2024-06-15,mark.smith,Senior Architect,Q001,Estimation,2.1,5
482,2024-06-15,mark.smith,Senior Architect,Q002,Refinement,3.7,5
483,2024-06-15,mark.smith,Senior Architect,Q003,Dark Work,41.6,5
484,2024-06-15,mark.smith,Senior Architect,Q004,Dependencies,3.2,5
485,2024-06-15,mark.smith,Senior Architect,Q005,Cross-functionality,3.4,5
486,2024-06-15,mark.smith,Senior Architect,Q006,Psychological Safety,4.2,5
487,2024-06-15,mark.smith,Senior Architect,Q007,Sprint Goals,2.4,5
488,2024-06-15,mark.smith,Senior Architect,Q008,Work Quality,2.6,5
489,2024-06-15,emma.jones,Senior Full-stack,Q001,Estimation,2.8,5
490,2024-06-15,emma.jones,Senior Full-stack,Q002,Refinement,3.6,5
491,2024-06-15,emma.jones,Senior Full-stack,Q003,Dark Work,43.2,5
492,2024-06-15,emma.jones,Senior Full-stack,Q004,Dependencies,3.2,5
493,2024-06-15,emma.jones,Senior Full-stack,Q005,Cross-functionality,3.6,5
494,2024-06-15,emma.jones,Senior Full-stack,Q006,Psychological Safety,4.1,5
495,2024-06-15,emma.jones,Senior Full-stack,Q007,Sprint Goals,2.3,5
496,2024-06-15,emma.jones,Senior Full-stack,Q008,Work Quality,2.6,5
497,2024-06-15,lisa.chen,Junior Frontend,Q001,Estimation,2.4,5
498,2024-06-15,lisa.chen,Junior Frontend,Q002,Refinement,3.6,5
499,2024-06-15,lisa.chen,Junior Frontend,Q003,Dark Work,43.3,5
500,2024-06-15,lisa.chen,Junior Frontend,Q004,Dependencies,3.6,5
501,2024-06-15,lisa.chen,Junior Frontend,Q005,Cross-functionality,3.7,5
502,2024-06-15,lisa.chen,Junior Frontend,Q006,Psychological Safety,3.9,5
503,2024-06-15,lisa.chen,Junior Frontend,Q007,Sprint Goals,2.3,5
504,2024-06-15,lisa.chen,Junior Frontend,Q008,Work Quality,2.3,5
505,2024-06-15,david.kumar,Backend Developer,Q001,Estimation,2.3,5
506,2024-06-15,david.kumar,Backend Developer,Q002,Refinement,3.8,5
507,2024-06-15,david.kumar,Backend Developer,Q003,Dark Work,42.9,5
508,2024-06-15,david.kumar,Backend Developer,Q004,Dependencies,3.5,5
509,2024-06-15,david.kumar,Backend Developer,Q005,Cross-functionality,3.7,5
510,2024-06-15,david.kumar,Backend Developer,Q006,Psychological Safety,4.1,5
511,2024-06-15,david.kumar,Backend Developer,Q007,Sprint Goals,2.4,5
512,2024-06-15,david.kumar,Backend Developer,Q008,Work Quality,2.3,5
513,2024-06-15,rachel.wilson,DevOps Engineer,Q001,Estimation,2.3,5
514,2024-06-15,rachel.wilson,DevOps Engineer,Q002,Refinement,3.5,5
515,2024-06-15,rachel.wilson,DevOps Engineer,Q003,Dark Work,40.4,5
516,2024-06-15,rachel.wilson,DevOps Engineer,Q004,Dependencies,3.7,5
517,2024-06-15,rachel.wilson,DevOps Engineer,Q005,Cross-functionality,3.3,5
518,2024-06-15,rachel.wilson,DevOps Engineer,Q006,Psychological Safety,3.9,5
519,2024-06-15,rachel.wilson,DevOps Engineer,Q007,Sprint Goals,2.6,5
520,2024-06-15,rachel.wilson,DevOps Engineer,Q008,Work Quality,2.7,5
521,2024-06-15,tom.garcia,Frontend Developer,Q001,Estimation,2.3,5
522,2024-06-15,tom.garcia,Frontend Developer,Q002,Refinement,3.4,5
523,2024-06-15,tom.garcia,Frontend Developer,Q003,Dark Work,41.9,5
524,2024-06-15,tom.garcia,Frontend Developer,Q004,Dependencies,3.7,5
525,2024-06-15,tom.garcia,Frontend Developer,Q005,Cross-functionality,3.8,5
526,2024-06-15,tom.garcia,Frontend Developer,Q006,Psychological Safety,4.1,5
527,2024-06-15,tom.garcia,Frontend Developer,Q007,Sprint Goals,2.3,5
528,2024-06-15,tom.garcia,Frontend Developer,Q008,Work Quality,2.3,5
529,2024-06-15,ana.lopez,Backend Developer,Q001,Estimation,2.2,5
530,2024-06-15,ana.lopez,Backend Developer,Q002,Refinement,3.6,5
531,2024-06-15,ana.lopez,Backend Developer,Q003,Dark Work,40.1,5
532,2024-06-15,ana.lopez,Backend Developer,Q004,Dependencies,3.6,5
533,2024-06-15,ana.lopez,Backend Developer,Q005,Cross-functionality,3.7,5
534,2024-06-15,ana.lopez,Backend Developer,Q006,Psychological Safety,3.9,5
535,2024-06-15,ana.lopez,Backend Developer,Q007,Sprint Goals,2.3,5
536,2024-06-15,ana.lopez,Backend Developer,Q008,Work Quality,2.7,5
537,2024-06-15,james.taylor,Full-stack Developer,Q001,Estimation,2.6,5
538,2024-06-15,james.taylor,Full-stack Developer,Q002,Refinement,3.5,5
539,2024-06-15,james.taylor,Full-stack Developer,Q003,Dark Work,41.2,5
540,2024-06-15,james.taylor,Full-stack Developer,Q004,Dependencies,3.8,5
541,2024-06-15,james.taylor,Full-stack Developer,Q005,Cross-functionality,3.2,5
542,2024-06-15,james.taylor,Full-stack Developer,Q006,Psychological Safety,4.0,5
543,2024-06-15,james.taylor,Full-stack Developer,Q007,Sprint Goals,2.6,5
544,2024-06-15,james.taylor,Full-stack Developer,Q008,Work Quality,2.7,5
545,2024-06-15,alex.brown,Senior QA Engineer,Q001,Estimation,2.6,5
546,2024-06-15,alex.brown,Senior QA Engineer,Q002,Refinement,3.4,5
547,2024-06-15,alex.brown,Senior QA Engineer,Q003,Dark Work,41.4,5
548,2024-06-15,alex.brown,Senior QA Engineer,Q004,Dependencies,3.5,5
549,2024-06-15,alex.brown,Senior QA Engineer,Q005,Cross-functionality,3.3,5
550,2024-06-15,alex.brown,Senior QA Engineer,Q006,Psychological Safety,4.0,5
551,2024-06-15,alex.brown,Senior QA Engineer,Q007,Sprint Goals,2.3,5
552,2024-06-15,alex.brown,Senior QA Engineer,Q008,Work Quality,2.0,5
553,2024-06-15,jordan.davis,Junior QA Engineer,Q001,Estimation,2.2,5
554,2024-06-15,jordan.davis,Junior QA Engineer,Q002,Refinement,3.3,5
555,2024-06-15,jordan.davis,Junior QA Engineer,Q003,Dark Work,43.6,5
556,2024-06-15,jordan.davis,Junior QA Engineer,Q004,Dependencies,3.6,5
557,2024-06-15,jordan.davis,Junior QA Engineer,Q005,Cross-functionality,3.6,5
558,2024-06-15,jordan.davis,Junior QA Engineer,Q006,Psychological Safety,4.2,5
559,2024-06-15,jordan.davis,Junior QA Engineer,Q007,Sprint Goals,2.8,5
560,2024-06-15,jordan.davis,Junior QA Engineer,Q008,Work Quality,1.8,5
561,2024-06-15,sam.miller,UX Designer,Q001,Estimation,2.6,5
562,2024-06-15,sam.miller,UX Designer,Q002,Refinement,3.4,5
563,2024-06-15,sam.miller,UX Designer,Q003,Dark Work,43.4,5
564,2024-06-15,sam.miller,UX Designer,Q004,Dependencies,3.6,5
565,2024-06-15,sam.miller,UX Designer,Q005,Cross-functionality,3.4,5
566,2024-06-15,sam.miller,UX Designer,Q006,Psychological Safety,4.1,5
567,2024-06-15,sam.miller,UX Designer,Q007,Sprint Goals,2.5,5
568,2024-06-15,sam.miller,UX Designer,Q008,Work Quality,2.8,5
569,2024-06-15,sarah.johnson,Product Owner,Q001,Estimation,2.3,5
570,2024-06-15,sarah.johnson,Product Owner,Q002,Refinement,3.4,5
571,2024-06-15,sarah.johnson,Product Owner,Q003,Dark Work,40.7,5
572,2024-06-15,sarah.johnson,Product Owner,Q004,Dependencies,3.5,5
573,2024-06-15,sarah.johnson,Product Owner,Q005,Cross-functionality,3.6,5
574,2024-06-15,sarah.johnson,Product Owner,Q006,Psychological Safety,4.1,5
575,2024-06-15,sarah.johnson,Product Owner,Q007,Sprint Goals,2.6,5
576,2024-06-15,sarah.johnson,Product Owner,Q008,Work Quality,2.5,5
